,I,pval_norm,var_norm,pval_z_sim,pval_sim,var_sim,pval_norm_fdr_bh,pval_z_sim_fdr_bh,pval_sim_fdr_bh
STAP1,0.38758026577784466,0.0,8.407771530552179e-05,0.0,0.009900990099009901,9.047441289170623e-05,0.0,0.0,0.011703297989373406
DENND1B,0.3872215167742214,0.0,8.407771530552179e-05,0.0,0.009900990099009901,0.00011366201503619016,0.0,0.0,0.011703297989373406
DOCK10,0.3870514006841011,0.0,8.407771530552179e-05,0.0,0.009900990099009901,0.00010683471420232472,0.0,0.0,0.011703297989373406
PPP1R18,0.3856314523592607,0.0,8.407771530552179e-05,0.0,0.009900990099009901,9.781807843467716e-05,0.0,0.0,0.011703297989373406
SPARC,0.3848326378304467,0.0,8.407771530552179e-05,0.0,0.009900990099009901,9.230317428466538e-05,0.0,0.0,0.011703297989373406
C1orf21,0.3829403251257593,0.0,8.407771530552179e-05,0.0,0.009900990099009901,0.0001262844187295006,0.0,0.0,0.011703297989373406
DOCK2,0.37965417544866936,0.0,8.407771530552179e-05,0.0,0.009900990099009901,0.000112743677969802,0.0,0.0,0.011703297989373406
PLEKHO1,0.37910419688161806,0.0,8.407771530552179e-05,0.0,0.009900990099009901,0.0001397426864250472,0.0,0.0,0.011703297989373406
GBP5,0.37654999147901597,0.0,8.407771530552179e-05,0.0,0.009900990099009901,0.0001129598028330603,0.0,0.0,0.011703297989373406
PYHIN1,0.3764596656857661,0.0,8.407771530552179e-05,0.0,0.009900990099009901,0.00011154865812756754,0.0,0.0,0.011703297989373406
LCT,0.375865983241289,0.0,8.407771530552179e-05,0.0,0.009900990099009901,9.452281707401945e-05,0.0,0.0,0.011703297989373406
SMAP2,0.3724468281797,0.0,8.407771530552179e-05,0.0,0.009900990099009901,0.00010940686893835323,0.0,0.0,0.011703297989373406
CXCL13,0.36970517992697366,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.684735064786944e-05,0.0,0.0,0.011703297989373406
CP,0.3694367626611214,0.0,8.407771530552179e-05,0.0,0.009900990099009901,9.030502792695353e-05,0.0,0.0,0.011703297989373406
SFRP2,0.3681500231513632,0.0,8.407771530552179e-05,0.0,0.009900990099009901,9.360013258157572e-05,0.0,0.0,0.011703297989373406
GABRP,0.3679095245663949,0.0,8.407771530552179e-05,0.0,0.009900990099009901,0.00011650207827711568,0.0,0.0,0.011703297989373406
FCRL3,0.3672237728430449,0.0,8.407771530552179e-05,0.0,0.009900990099009901,0.00015130702138540695,0.0,0.0,0.011703297989373406
RHOBTB3,0.3670883165760329,0.0,8.407771530552179e-05,0.0,0.009900990099009901,0.00010800550005640589,0.0,0.0,0.011703297989373406
IGFBP2,0.3655998266806113,0.0,8.407771530552179e-05,0.0,0.009900990099009901,9.673037954370128e-05,0.0,0.0,0.011703297989373406
G0S2,0.3628836541750886,0.0,8.407771530552179e-05,0.0,0.009900990099009901,0.00010153359050487078,0.0,0.0,0.011703297989373406
TLR10,0.36247362556884816,0.0,8.407771530552179e-05,0.0,0.009900990099009901,0.00011445121836299612,0.0,0.0,0.011703297989373406
S100A4,0.36110796516169397,0.0,8.407771530552179e-05,0.0,0.009900990099009901,8.650838934945015e-05,0.0,0.0,0.011703297989373406
RCSD1,0.35881372163035763,0.0,8.407771530552179e-05,0.0,0.009900990099009901,0.00011607968893914675,0.0,0.0,0.011703297989373406
LBH,0.35780242759860587,0.0,8.407771530552179e-05,0.0,0.009900990099009901,0.00010613959852527919,0.0,0.0,0.011703297989373406
IGFBP7,0.3575454898377061,0.0,8.407771530552179e-05,0.0,0.009900990099009901,0.00010755509107631521,0.0,0.0,0.011703297989373406
S100A6,0.3569946479599265,0.0,8.407771530552179e-05,0.0,0.009900990099009901,8.234509326777222e-05,0.0,0.0,0.011703297989373406
ITK,0.3550583814709876,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.597527143584745e-05,0.0,0.0,0.011703297989373406
TNFAIP8,0.3544359466318087,0.0,8.407771530552179e-05,0.0,0.009900990099009901,0.00012218323330313922,0.0,0.0,0.011703297989373406
ST6GAL1,0.3517725805046664,0.0,8.407771530552179e-05,0.0,0.009900990099009901,9.901889826200542e-05,0.0,0.0,0.011703297989373406
GMNN,0.35129401568568613,0.0,8.407771530552179e-05,0.0,0.009900990099009901,9.335505211843831e-05,0.0,0.0,0.011703297989373406
VCAN,0.350259488440334,0.0,8.407771530552179e-05,0.0,0.009900990099009901,9.119527832124887e-05,0.0,0.0,0.011703297989373406
AKT3,0.3481488154043019,0.0,8.407771530552179e-05,0.0,0.009900990099009901,8.537298843826652e-05,0.0,0.0,0.011703297989373406
AREG,0.3453280573894261,0.0,8.407771530552179e-05,0.0,0.009900990099009901,0.00012188279078087468,0.0,0.0,0.011703297989373406
CXCL11,0.3448053686753561,0.0,8.407771530552179e-05,0.0,0.009900990099009901,8.402203403883368e-05,0.0,0.0,0.011703297989373406
EGR1,0.34318085580215,0.0,8.407771530552179e-05,0.0,0.009900990099009901,9.770393248428736e-05,0.0,0.0,0.011703297989373406
ARHGAP30,0.34108540841802715,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.828352487920505e-05,0.0,0.0,0.011703297989373406
PARP15,0.3406750929459183,0.0,8.407771530552179e-05,0.0,0.009900990099009901,9.400517365105625e-05,0.0,0.0,0.011703297989373406
GZMK,0.33809779578256544,0.0,8.407771530552179e-05,0.0,0.009900990099009901,0.0001015741708450333,0.0,0.0,0.011703297989373406
C1QA,0.3348100692979015,0.0,8.407771530552179e-05,0.0,0.009900990099009901,8.121230292295317e-05,0.0,0.0,0.011703297989373406
ANKRD44,0.33413004669879337,0.0,8.407771530552179e-05,0.0,0.009900990099009901,0.00010921129310265159,0.0,0.0,0.011703297989373406
DUSP1,0.33272436738484723,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.23156858226726e-05,0.0,0.0,0.011703297989373406
ARHGAP25,0.33258676966865236,0.0,8.407771530552179e-05,0.0,0.009900990099009901,0.00010115354385254915,0.0,0.0,0.011703297989373406
STK10,0.33149874118668954,0.0,8.407771530552179e-05,0.0,0.009900990099009901,0.00010899583647128075,0.0,0.0,0.011703297989373406
ACTG2,0.3260766338256892,0.0,8.407771530552179e-05,0.0,0.009900990099009901,0.00010402155880931088,0.0,0.0,0.011703297989373406
ITPKB,0.3242936722685434,0.0,8.407771530552179e-05,0.0,0.009900990099009901,9.999822252264502e-05,0.0,0.0,0.011703297989373406
SLC40A1,0.319561216406618,0.0,8.407771530552179e-05,0.0,0.009900990099009901,9.474654275261373e-05,0.0,0.0,0.011703297989373406
FCRLA,0.31772015650727037,0.0,8.407771530552179e-05,0.0,0.009900990099009901,0.00010894254617943374,0.0,0.0,0.011703297989373406
PRKCI,0.3164691022149219,0.0,8.407771530552179e-05,0.0,0.009900990099009901,0.00011060788196440801,0.0,0.0,0.011703297989373406
MUC1,0.3138899394953011,0.0,8.407771530552179e-05,0.0,0.009900990099009901,0.00011526355458294777,0.0,0.0,0.011703297989373406
NR3C1,0.3134116967902414,0.0,8.407771530552179e-05,0.0,0.009900990099009901,9.048358948717838e-05,0.0,0.0,0.011703297989373406
RASA2,0.311933024741565,0.0,8.407771530552179e-05,0.0,0.009900990099009901,8.813552308494046e-05,0.0,0.0,0.011703297989373406
DENND2D,0.3104949973061177,0.0,8.407771530552179e-05,0.0,0.009900990099009901,8.134097108946225e-05,0.0,0.0,0.011703297989373406
ZFP36L2,0.30949375176137556,0.0,8.407771530552179e-05,0.0,0.009900990099009901,9.927092528128229e-05,0.0,0.0,0.011703297989373406
RASSF5,0.309398914402026,0.0,8.407771530552179e-05,0.0,0.009900990099009901,0.00011309047568057513,0.0,0.0,0.011703297989373406
GLRA3,0.3084179211178182,0.0,8.407771530552179e-05,0.0,0.009900990099009901,9.087690806634067e-05,0.0,0.0,0.011703297989373406
CCN1,0.30694277555695965,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.53025446894925e-05,0.0,0.0,0.011703297989373406
TM4SF1,0.30411151563054817,0.0,8.407771530552179e-05,0.0,0.009900990099009901,9.112196377289317e-05,0.0,0.0,0.011703297989373406
KLHL6,0.30279722534798004,0.0,8.407771530552179e-05,0.0,0.009900990099009901,0.00010816719096725755,0.0,0.0,0.011703297989373406
F13A1,0.30246924941070313,0.0,8.407771530552179e-05,0.0,0.009900990099009901,9.98246200646221e-05,0.0,0.0,0.011703297989373406
SP110,0.302267189577782,0.0,8.407771530552179e-05,0.0,0.009900990099009901,9.273784330620516e-05,0.0,0.0,0.011703297989373406
TNIK,0.30199555324210825,0.0,8.407771530552179e-05,0.0,0.009900990099009901,9.164097109887186e-05,0.0,0.0,0.011703297989373406
ITPRID2,0.30098771272728214,0.0,8.407771530552179e-05,0.0,0.009900990099009901,8.603414433912915e-05,0.0,0.0,0.011703297989373406
SERPINB9,0.3008212653937009,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.893989497815964e-05,0.0,0.0,0.011703297989373406
GZMA,0.3004568305809355,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.458769653777709e-05,0.0,0.0,0.011703297989373406
SATB1,0.30004107808843034,0.0,8.407771530552179e-05,0.0,0.009900990099009901,9.345091000446606e-05,0.0,0.0,0.011703297989373406
RSAD2,0.2998960825598554,0.0,8.407771530552179e-05,0.0,0.009900990099009901,0.00010054312517822114,0.0,0.0,0.011703297989373406
CD38,0.2998711394733705,0.0,8.407771530552179e-05,0.0,0.009900990099009901,9.477312889935264e-05,0.0,0.0,0.011703297989373406
SLAMF6,0.2995799916429129,0.0,8.407771530552179e-05,0.0,0.009900990099009901,9.42553564449132e-05,0.0,0.0,0.011703297989373406
LCK,0.2993992435655743,0.0,8.407771530552179e-05,0.0,0.009900990099009901,9.041000570879037e-05,0.0,0.0,0.011703297989373406
CAMK2N1,0.2991757336394065,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.946685591050651e-05,0.0,0.0,0.011703297989373406
LY9,0.29877911655419565,0.0,8.407771530552179e-05,0.0,0.009900990099009901,9.061913389003473e-05,0.0,0.0,0.011703297989373406
CASP8,0.2985658956903451,0.0,8.407771530552179e-05,0.0,0.009900990099009901,0.00010153628894312026,0.0,0.0,0.011703297989373406
