,I,pval_norm,var_norm,pval_z_sim,pval_sim,var_sim,pval_norm_fdr_bh,pval_z_sim_fdr_bh,pval_sim_fdr_bh
CXCL14,0.29793279778751885,0.0,8.407771530552179e-05,0.0,0.009900990099009901,8.629342710804141e-05,0.0,0.0,0.011703297989373406
SPAG16,0.2974641776791218,0.0,8.407771530552179e-05,0.0,0.009900990099009901,0.00010399084682163691,0.0,0.0,0.011703297989373406
PLA2G2D,0.2966025950499742,0.0,8.407771530552179e-05,0.0,0.009900990099009901,9.364668630087888e-05,0.0,0.0,0.011703297989373406
CYFIP2,0.29511860529533446,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.700598087734719e-05,0.0,0.0,0.011703297989373406
CXCL8,0.29494919371294265,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.274379459577205e-05,0.0,0.0,0.011703297989373406
EIF4E3,0.29351555975290056,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.678979164950806e-05,0.0,0.0,0.011703297989373406
LAMP3,0.2924636046186472,0.0,8.407771530552179e-05,0.0,0.009900990099009901,0.00010546151158685046,0.0,0.0,0.011703297989373406
C1QC,0.29000497404629605,0.0,8.407771530552179e-05,0.0,0.009900990099009901,8.63095885905625e-05,0.0,0.0,0.011703297989373406
GYPC,0.2857390356605488,0.0,8.407771530552179e-05,0.0,0.009900990099009901,8.545188665359678e-05,0.0,0.0,0.011703297989373406
BTN3A2,0.28476114835953414,0.0,8.407771530552179e-05,0.0,0.009900990099009901,8.774815488826548e-05,0.0,0.0,0.011703297989373406
BASP1,0.28443061380149687,0.0,8.407771530552179e-05,0.0,0.009900990099009901,8.312669744769437e-05,0.0,0.0,0.011703297989373406
INPP5D,0.2827949096605012,0.0,8.407771530552179e-05,0.0,0.009900990099009901,9.574679794830018e-05,0.0,0.0,0.011703297989373406
SLC12A2,0.2827109786410159,0.0,8.407771530552179e-05,0.0,0.009900990099009901,0.00010060212645712806,0.0,0.0,0.011703297989373406
MYLK,0.28269375207310427,0.0,8.407771530552179e-05,0.0,0.009900990099009901,8.696535747059503e-05,0.0,0.0,0.011703297989373406
CAMK4,0.28104384806656096,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.807011614884208e-05,0.0,0.0,0.011703297989373406
ADAM19,0.2804922863881181,0.0,8.407771530552179e-05,0.0,0.009900990099009901,8.40388692675068e-05,0.0,0.0,0.011703297989373406
IL1RN,0.2801083990613814,0.0,8.407771530552179e-05,0.0,0.009900990099009901,9.647966064477952e-05,0.0,0.0,0.011703297989373406
ARL4C,0.2800289391434352,0.0,8.407771530552179e-05,0.0,0.009900990099009901,0.00010892468925935432,0.0,0.0,0.011703297989373406
ABI3BP,0.2780644578713957,0.0,8.407771530552179e-05,0.0,0.009900990099009901,9.395166443656903e-05,0.0,0.0,0.011703297989373406
GAPT,0.2771049488787555,0.0,8.407771530552179e-05,0.0,0.009900990099009901,9.388610629059079e-05,0.0,0.0,0.011703297989373406
AIM2,0.2759038371138098,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.719733140901214e-05,0.0,0.0,0.011703297989373406
OXNAD1,0.2752183855228163,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.564823580648075e-05,0.0,0.0,0.011703297989373406
TRAT1,0.2747472170771655,0.0,8.407771530552179e-05,0.0,0.009900990099009901,8.217411604125748e-05,0.0,0.0,0.011703297989373406
ZNF385D,0.27335228638298936,0.0,8.407771530552179e-05,0.0,0.009900990099009901,9.999080286428457e-05,0.0,0.0,0.011703297989373406
NABP1,0.27307337450069313,0.0,8.407771530552179e-05,0.0,0.009900990099009901,8.767241532861632e-05,0.0,0.0,0.011703297989373406
S1PR1,0.2729311669297092,0.0,8.407771530552179e-05,0.0,0.009900990099009901,9.256852117609417e-05,0.0,0.0,0.011703297989373406
BIN1,0.2722554714433518,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.604023578715401e-05,0.0,0.0,0.011703297989373406
LCP2,0.2718037511563002,0.0,8.407771530552179e-05,0.0,0.009900990099009901,9.027520177988376e-05,0.0,0.0,0.011703297989373406
CACNB4,0.26806711332028355,0.0,8.407771530552179e-05,0.0,0.009900990099009901,8.745748373861421e-05,0.0,0.0,0.011703297989373406
CCDC141,0.26766549843654497,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.644666209015498e-05,0.0,0.0,0.011703297989373406
HERC3,0.26648166803421647,0.0,8.407771530552179e-05,0.0,0.009900990099009901,8.204422915668767e-05,0.0,0.0,0.011703297989373406
S100A2,0.26625851395788686,0.0,8.407771530552179e-05,0.0,0.009900990099009901,8.268755338865806e-05,0.0,0.0,0.011703297989373406
PDE8B,0.2645511106799869,0.0,8.407771530552179e-05,0.0,0.009900990099009901,8.42981999553112e-05,0.0,0.0,0.011703297989373406
PLAC8,0.26337358131285865,0.0,8.407771530552179e-05,0.0,0.009900990099009901,8.889391339886191e-05,0.0,0.0,0.011703297989373406
ZEB2,0.26328931212063544,0.0,8.407771530552179e-05,0.0,0.009900990099009901,9.351209489255156e-05,0.0,0.0,0.011703297989373406
PARP8,0.26205803589372706,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.186297517808784e-05,0.0,0.0,0.011703297989373406
SLAMF1,0.2609038088378678,0.0,8.407771530552179e-05,0.0,0.009900990099009901,8.958631052934076e-05,0.0,0.0,0.011703297989373406
TENT5C,0.26086715035062485,0.0,8.407771530552179e-05,0.0,0.009900990099009901,8.849818432517316e-05,0.0,0.0,0.011703297989373406
SPARCL1,0.25910711303130163,0.0,8.407771530552179e-05,0.0,0.009900990099009901,9.398934692695419e-05,0.0,0.0,0.011703297989373406
LIX1L,0.2589396851290676,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.980673960773263e-05,0.0,0.0,0.011703297989373406
C7,0.25883153677674203,0.0,8.407771530552179e-05,0.0,0.009900990099009901,8.714499591941897e-05,0.0,0.0,0.011703297989373406
MAP4K4,0.2588270278431314,0.0,8.407771530552179e-05,0.0,0.009900990099009901,0.00010023188620143073,0.0,0.0,0.011703297989373406
TMEM131L,0.2585576451059275,0.0,8.407771530552179e-05,0.0,0.009900990099009901,8.357586551717476e-05,0.0,0.0,0.011703297989373406
GBP2,0.25649971771622543,0.0,8.407771530552179e-05,0.0,0.009900990099009901,8.7494738755829e-05,0.0,0.0,0.011703297989373406
MAL,0.25576288472072295,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.394816442061442e-05,0.0,0.0,0.011703297989373406
STAT4,0.2556633174444549,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.120510521489605e-05,0.0,0.0,0.011703297989373406
S100A9,0.25224927555779775,0.0,8.407771530552179e-05,0.0,0.009900990099009901,8.348568984029656e-05,0.0,0.0,0.011703297989373406
PHACTR1,0.2506759358324983,0.0,8.407771530552179e-05,0.0,0.009900990099009901,8.943648161547366e-05,0.0,0.0,0.011703297989373406
TRIM38,0.24950402240375993,0.0,8.407771530552179e-05,0.0,0.009900990099009901,9.961652749566111e-05,0.0,0.0,0.011703297989373406
VCAM1,0.24836478024657238,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.7314567456765225e-05,0.0,0.0,0.011703297989373406
ELL2,0.2483019864379685,0.0,8.407771530552179e-05,0.0,0.009900990099009901,8.5425880809048e-05,0.0,0.0,0.011703297989373406
EAF2,0.24786234852805952,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.976469522847652e-05,0.0,0.0,0.011703297989373406
ST8SIA4,0.24707261989007578,0.0,8.407771530552179e-05,0.0,0.009900990099009901,9.26881988949853e-05,0.0,0.0,0.011703297989373406
EPAS1,0.2467872322856635,0.0,8.407771530552179e-05,0.0,0.009900990099009901,9.767150265619056e-05,0.0,0.0,0.011703297989373406
PRKD3,0.24327052201190325,0.0,8.407771530552179e-05,0.0,0.009900990099009901,8.351318902684352e-05,0.0,0.0,0.011703297989373406
RAPGEF6,0.2414392136779665,0.0,8.407771530552179e-05,0.0,0.009900990099009901,8.933508800570115e-05,0.0,0.0,0.011703297989373406
EMB,0.23590221451983676,0.0,8.407771530552179e-05,0.0,0.009900990099009901,9.161402827316256e-05,0.0,0.0,0.011703297989373406
MEF2C,0.23531912507710215,0.0,8.407771530552179e-05,0.0,0.009900990099009901,8.487052060183002e-05,0.0,0.0,0.011703297989373406
MCOLN2,0.23483181677195647,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.743819304159713e-05,0.0,0.0,0.011703297989373406
ITSN2,0.23465523834480617,0.0,8.407771530552179e-05,0.0,0.009900990099009901,8.17956994928489e-05,0.0,0.0,0.011703297989373406
ACKR1,0.234216107642566,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.619336437160214e-05,0.0,0.0,0.011703297989373406
TIMD4,0.23301641180857005,0.0,8.407771530552179e-05,0.0,0.009900990099009901,8.399421222336389e-05,0.0,0.0,0.011703297989373406
LMNA,0.23288431641232446,0.0,8.407771530552179e-05,0.0,0.009900990099009901,8.249158191356843e-05,0.0,0.0,0.011703297989373406
RNF103,0.23249960894709773,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.138564846886875e-05,0.0,0.0,0.011703297989373406
HERC5,0.230603993165993,0.0,8.407771530552179e-05,0.0,0.009900990099009901,9.245266113715025e-05,0.0,0.0,0.011703297989373406
GBP1,0.229877213234155,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.342013374216163e-05,0.0,0.0,0.011703297989373406
CD83,0.22971366512685817,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.427028914004964e-05,0.0,0.0,0.011703297989373406
PTPRC,0.22820718042925822,0.0,8.407771530552179e-05,0.0,0.009900990099009901,8.310305291335781e-05,0.0,0.0,0.011703297989373406
DAB2,0.22734763889606316,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.741693990494483e-05,0.0,0.0,0.011703297989373406
CHI3L1,0.22499540193834747,0.0,8.407771530552179e-05,0.0,0.009900990099009901,8.356245820494305e-05,0.0,0.0,0.011703297989373406
CR1,0.22491031501252864,0.0,8.407771530552179e-05,0.0,0.009900990099009901,8.344465220974842e-05,0.0,0.0,0.011703297989373406
GPRIN3,0.22444961393561813,0.0,8.407771530552179e-05,0.0,0.009900990099009901,8.732581901552959e-05,0.0,0.0,0.011703297989373406
EFEMP1,0.22409748035144864,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.731453401242135e-05,0.0,0.0,0.011703297989373406
CD180,0.2237825193499294,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.311985192998469e-05,0.0,0.0,0.011703297989373406
S100A8,0.22251527761648712,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.204833750001933e-05,0.0,0.0,0.011703297989373406
DDX60L,0.22200871801235933,0.0,8.407771530552179e-05,0.0,0.009900990099009901,9.519841623915968e-05,0.0,0.0,0.011703297989373406
PTPN7,0.22134258312706243,0.0,8.407771530552179e-05,0.0,0.009900990099009901,9.296914646127386e-05,0.0,0.0,0.011703297989373406
FCGR3A,0.22099015994251617,0.0,8.407771530552179e-05,0.0,0.009900990099009901,8.002068946510928e-05,0.0,0.0,0.011703297989373406
ITGB6,0.22011015358867733,0.0,8.407771530552179e-05,0.0,0.009900990099009901,8.469143184806744e-05,0.0,0.0,0.011703297989373406
IKZF2,0.21859837179372535,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.206048752304343e-05,0.0,0.0,0.011703297989373406
DAPP1,0.21825638063750577,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.347534481492585e-05,0.0,0.0,0.011703297989373406
PBXIP1,0.21779142817301095,0.0,8.407771530552179e-05,0.0,0.009900990099009901,0.00010692006483381953,0.0,0.0,0.011703297989373406
ID3,0.2172113016501706,0.0,8.407771530552179e-05,0.0,0.009900990099009901,9.832845006337405e-05,0.0,0.0,0.011703297989373406
CCL28,0.21537097323454055,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.767195527982009e-05,0.0,0.0,0.011703297989373406
LBR,0.21410999326213148,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.110527073517463e-05,0.0,0.0,0.011703297989373406
C1QB,0.21326127142593312,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.009829070646973e-05,0.0,0.0,0.011703297989373406
AAK1,0.21283774565077831,0.0,8.407771530552179e-05,0.0,0.009900990099009901,9.098243166601479e-05,0.0,0.0,0.011703297989373406
PPM1K,0.21236233067098753,0.0,8.407771530552179e-05,0.0,0.009900990099009901,8.488777791018062e-05,0.0,0.0,0.011703297989373406
CLIP4,0.21226253051802432,0.0,8.407771530552179e-05,0.0,0.009900990099009901,8.504705847297638e-05,0.0,0.0,0.011703297989373406
ICOS,0.21164805872889772,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.019475882724019e-05,0.0,0.0,0.011703297989373406
CDC20B,0.2112849622270725,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.18033989113057e-05,0.0,0.0,0.011703297989373406
FAM171B,0.21052847694592133,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.74865287105657e-05,0.0,0.0,0.011703297989373406
ENSA,0.20971252548071706,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.276084905208136e-05,0.0,0.0,0.011703297989373406
PLA2G2A,0.2085183263998432,0.0,8.407771530552179e-05,0.0,0.009900990099009901,9.559742315822546e-05,0.0,0.0,0.011703297989373406
CD14,0.2083841972590328,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.294912870471873e-05,0.0,0.0,0.011703297989373406
COL11A1,0.20726540254072326,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.413110705451972e-05,0.0,0.0,0.011703297989373406
PRDM8,0.20585795724992392,0.0,8.407771530552179e-05,0.0,0.009900990099009901,8.101919369646903e-05,0.0,0.0,0.011703297989373406
PRKACB,0.20577898723214144,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.462814787380332e-05,0.0,0.0,0.011703297989373406
CCSER1,0.20510608570196412,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.343780801628075e-05,0.0,0.0,0.011703297989373406
KAT2B,0.20467630094954897,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.790364294435877e-05,0.0,0.0,0.011703297989373406
GCSAM,0.20419344614023713,0.0,8.407771530552179e-05,0.0,0.009900990099009901,0.00010094398283847879,0.0,0.0,0.011703297989373406
KIF21B,0.20204695437174436,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.478761761346998e-05,0.0,0.0,0.011703297989373406
ATP8A1,0.20129290731298727,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.083525313960548e-05,0.0,0.0,0.011703297989373406
PSD4,0.20037200430340987,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.429600401598506e-05,0.0,0.0,0.011703297989373406
CSRP1,0.19980009486839798,0.0,8.407771530552179e-05,0.0,0.009900990099009901,8.180848144531683e-05,0.0,0.0,0.011703297989373406
ID4,0.19823451251116442,0.0,8.407771530552179e-05,0.0,0.009900990099009901,9.626047135415273e-05,0.0,0.0,0.011703297989373406
CREBRF,0.19736759184096145,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.015567949163511e-05,0.0,0.0,0.011703297989373406
PLEK,0.1971973858293897,0.0,8.407771530552179e-05,0.0,0.009900990099009901,0.00010845320735082884,0.0,0.0,0.011703297989373406
UGT8,0.19707066542320525,0.0,8.407771530552179e-05,0.0,0.009900990099009901,8.77577184485152e-05,0.0,0.0,0.011703297989373406
CCDC69,0.1960606626984425,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.533958689860666e-05,0.0,0.0,0.011703297989373406
LAX1,0.19604228100964638,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.338592149800333e-05,0.0,0.0,0.011703297989373406
LY75,0.1956785085146981,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.024003237334965e-05,0.0,0.0,0.011703297989373406
NES,0.19365501566213283,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.30973417861817e-05,0.0,0.0,0.011703297989373406
GCNT2,0.19269939201681985,0.0,8.407771530552179e-05,0.0,0.009900990099009901,0.00011394466869341888,0.0,0.0,0.011703297989373406
SLC8A1,0.19144164299665412,0.0,8.407771530552179e-05,0.0,0.009900990099009901,8.078916297438482e-05,0.0,0.0,0.011703297989373406
CTSK,0.19124709351968097,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.842442687604084e-05,0.0,0.0,0.011703297989373406
PTGS2,0.19115208797707298,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.780599489758128e-05,0.0,0.0,0.011703297989373406
CHIT1,0.18913959528570387,0.0,8.407771530552179e-05,0.0,0.009900990099009901,4.930452320851664e-05,0.0,0.0,0.011703297989373406
CDC14A,0.18724443318056525,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.577229916146858e-05,0.0,0.0,0.011703297989373406
SLC39A8,0.1871428774475614,0.0,8.407771530552179e-05,0.0,0.009900990099009901,0.00010101454602717717,0.0,0.0,0.011703297989373406
EDARADD,0.1868381137179743,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.906317398535489e-05,0.0,0.0,0.011703297989373406
FSTL1,0.18612895114036018,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.367037006765248e-05,0.0,0.0,0.011703297989373406
FBLN2,0.18464145109194463,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.373485990815923e-05,0.0,0.0,0.011703297989373406
LYST,0.1843858254654823,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.399151643218058e-05,0.0,0.0,0.011703297989373406
CD84,0.18397352393023952,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.435092780959824e-05,0.0,0.0,0.011703297989373406
CD247,0.18288718534062046,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.80882063781163e-05,0.0,0.0,0.011703297989373406
PTX3,0.17956104835290698,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.69536469289131e-05,0.0,0.0,0.011703297989373406
CDCA7,0.17950576121778306,0.0,8.407771530552179e-05,0.0,0.009900990099009901,8.290828391366485e-05,0.0,0.0,0.011703297989373406
MCUB,0.179429557487914,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.454600993141051e-05,0.0,0.0,0.011703297989373406
PROM1,0.17900747113669785,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.974781648608651e-05,0.0,0.0,0.011703297989373406
TRIB2,0.17899888854601115,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.50706267620862e-05,0.0,0.0,0.011703297989373406
SERPINE2,0.17838654658252454,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.67073416548352e-05,0.0,0.0,0.011703297989373406
NBL1,0.17791259833488274,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.5096327125134044e-05,0.0,0.0,0.011703297989373406
THBS4,0.17763902368887657,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.941539865845076e-05,0.0,0.0,0.011703297989373406
CCDC88A,0.1774775230266513,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.326343380204067e-05,0.0,0.0,0.011703297989373406
HIST1H2BG,0.1770739113635359,0.0,8.407771530552179e-05,0.0,0.009900990099009901,8.515222458934097e-05,0.0,0.0,0.011703297989373406
TUBA4A,0.17654135207936814,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.081912106549368e-05,0.0,0.0,0.011703297989373406
ATP2B4,0.17639047085709006,0.0,8.407771530552179e-05,0.0,0.009900990099009901,9.92813220778883e-05,0.0,0.0,0.011703297989373406
RASGRP3,0.17596951950867065,0.0,8.407771530552179e-05,0.0,0.009900990099009901,8.045094887645078e-05,0.0,0.0,0.011703297989373406
ARHGAP24,0.1758522694400484,0.0,8.407771530552179e-05,0.0,0.009900990099009901,9.124463032657174e-05,0.0,0.0,0.011703297989373406
GCNT4,0.17469766726460545,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.47599719244055e-05,0.0,0.0,0.011703297989373406
GPR171,0.17431734628955872,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.115098944197783e-05,0.0,0.0,0.011703297989373406
HIST1H2BH,0.17343072973724266,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.147940763943383e-05,0.0,0.0,0.011703297989373406
KCNAB2,0.17327171242335335,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.758891236500224e-05,0.0,0.0,0.011703297989373406
ERO1B,0.17258823161210157,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.067177102406743e-05,0.0,0.0,0.011703297989373406
HIST1H1E,0.1713542649850752,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.897367357110333e-05,0.0,0.0,0.011703297989373406
LIMS2,0.17048845734125373,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.486512333496085e-05,0.0,0.0,0.011703297989373406
TMEM154,0.16961700979447986,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.73278397187828e-05,0.0,0.0,0.011703297989373406
CD200,0.16956942063705882,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.42467364429854e-05,0.0,0.0,0.011703297989373406
SDC1,0.16946392855685394,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.542559686326445e-05,0.0,0.0,0.011703297989373406
ATP8B2,0.16929142230983282,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.274988051622191e-05,0.0,0.0,0.011703297989373406
EBF1,0.16860711298972586,0.0,8.407771530552179e-05,0.0,0.009900990099009901,8.224608940163842e-05,0.0,0.0,0.011703297989373406
TRABD2A,0.16848493453880678,0.0,8.407771530552179e-05,0.0,0.009900990099009901,8.143670010076502e-05,0.0,0.0,0.011703297989373406
MEGF6,0.16776233013943154,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.691104625877876e-05,0.0,0.0,0.011703297989373406
CAMK2D,0.16745207608354176,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.785645110992114e-05,0.0,0.0,0.011703297989373406
PLCL2,0.16695028820747845,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.704603191642543e-05,0.0,0.0,0.011703297989373406
TRANK1,0.1668908796073698,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.199044390891292e-05,0.0,0.0,0.011703297989373406
RAP2B,0.16602867567571303,0.0,8.407771530552179e-05,0.0,0.009900990099009901,8.215080422466613e-05,0.0,0.0,0.011703297989373406
IRF4,0.1655995495686676,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.57891920441175e-05,0.0,0.0,0.011703297989373406
PDGFRB,0.1644879863684134,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.535056483516517e-05,0.0,0.0,0.011703297989373406
FUCA1,0.16435138049759804,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.11881569500876e-05,0.0,0.0,0.011703297989373406
KBTBD8,0.16424735257215928,0.0,8.407771530552179e-05,0.0,0.009900990099009901,9.250534458788918e-05,0.0,0.0,0.011703297989373406
ADIPOQ,0.16412749419227982,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.2022497221949606e-05,0.0,0.0,0.011703297989373406
CTLA4,0.16398094068148758,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.4441565220631024e-05,0.0,0.0,0.011703297989373406
NR4A2,0.16382313941197668,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.810568104292785e-05,0.0,0.0,0.011703297989373406
ARAP2,0.16380341295576106,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.975743579526855e-05,0.0,0.0,0.011703297989373406
TINAGL1,0.16307705224408486,0.0,8.407771530552179e-05,0.0,0.009900990099009901,8.018288664535894e-05,0.0,0.0,0.011703297989373406
PXK,0.162988841143341,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.018068731389269e-05,0.0,0.0,0.011703297989373406
RGS5,0.1623075277704499,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.756057564771297e-05,0.0,0.0,0.011703297989373406
SELE,0.16178609430317592,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.698359147613702e-05,0.0,0.0,0.011703297989373406
AMT,0.16051845382399052,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.815839004684154e-05,0.0,0.0,0.011703297989373406
IL1B,0.16014941055290802,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.478264825532529e-05,0.0,0.0,0.011703297989373406
FAM177B,0.1599203098427762,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.878573148864449e-05,0.0,0.0,0.011703297989373406
EOMES,0.15936016223971064,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.294544361466451e-05,0.0,0.0,0.011703297989373406
SYTL1,0.15890335713632817,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.529500585461985e-05,0.0,0.0,0.011703297989373406
PTPN22,0.15747402594271828,0.0,8.407771530552179e-05,0.0,0.009900990099009901,4.457579322572763e-05,0.0,0.0,0.011703297989373406
SNORC,0.15735171048267624,0.0,8.407771530552179e-05,0.0,0.009900990099009901,8.073085907819504e-05,0.0,0.0,0.011703297989373406
STAB1,0.15704357734059768,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.24057638612248e-05,0.0,0.0,0.011703297989373406
BCL6,0.15618013874965347,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.684695984280285e-05,0.0,0.0,0.011703297989373406
CSF1R,0.1558519386911894,0.0,8.407771530552179e-05,0.0,0.009900990099009901,8.418874448882664e-05,0.0,0.0,0.011703297989373406
ANTXR2,0.15562713434749237,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.830207714149815e-05,0.0,0.0,0.011703297989373406
DPYD,0.15559079005106205,0.0,8.407771530552179e-05,0.0,0.009900990099009901,8.414239769082356e-05,0.0,0.0,0.011703297989373406
MMRN1,0.15544644095516236,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.134531900111662e-05,0.0,0.0,0.011703297989373406
PDE4B,0.15503522917989215,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.20146913307674e-05,0.0,0.0,0.011703297989373406
RUNX3,0.15477068409456768,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.96904180826266e-05,0.0,0.0,0.011703297989373406
LRBA,0.15465662908114342,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.741268747578843e-05,0.0,0.0,0.011703297989373406
TMEM173,0.154327148540158,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.757600217974231e-05,0.0,0.0,0.011703297989373406
NR3C2,0.15365558583268385,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.1424217831979045e-05,0.0,0.0,0.011703297989373406
BTN3A3,0.15270657106470736,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.146192028915307e-05,0.0,0.0,0.011703297989373406
SELP,0.15259838622332134,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.573775711256158e-05,0.0,0.0,0.011703297989373406
S100A1,0.1520258878652068,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.713769745827157e-05,0.0,0.0,0.011703297989373406
RGS16,0.15200574983210666,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.552303685416137e-05,0.0,0.0,0.011703297989373406
ANXA2R,0.1515799527593396,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.561721763291415e-05,0.0,0.0,0.011703297989373406
ANTXR1,0.1513878258154095,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.644316634642126e-05,0.0,0.0,0.011703297989373406
S100A10,0.1507293702397116,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.41335277101571e-05,0.0,0.0,0.011703297989373406
SH3BP5,0.1502822984071102,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.41586404920181e-05,0.0,0.0,0.011703297989373406
